State,Agencytype,Agencyname,Race,Religion,Sexualorientation,Ethnicity,Disability,Gender,GenderIdentity,1stquarter,2ndquarter,3rdquarter,4thquarter,Population
Rhode Island,Cities,Providence,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,178887.0
Massachusetts,Cities,Provincetown,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2983.0
Utah,Cities,Provo,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,116937.0
Colorado,Cities,Pueblo,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,108062.0
Colorado,MetropolitanCounties,Pueblo,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Arkansas,MetropolitanCounties,Pulaski,1,0,1,1,0,0.0,0.0,1.0,0.0,1.0,1.0,
Washington,Cities,Pullman,2,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,31895.0
Indiana,UniversitiesandColleges,PurdueUniversity,2,0,1,0,0,0.0,0.0,1.0,1.0,1.0,,40393.0
New York,MetropolitanCounties,Putnam,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,
Illinois,Cities,Quincy,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,40841.0
Massachusetts,Cities,Quincy,6,3,0,4,0,0.0,0.0,4.0,2.0,4.0,3.0,93490.0
Kentucky,Cities,Radcliff,2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,23177.0
Virginia,Cities,Radford,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,16810.0
North Carolina,Cities,Raleigh,3,0,0,1,0,0.0,0.0,0.0,2.0,2.0,0.0,428993.0
New York,Cities,RamapoTown,0,1,0,0,0,0.0,0.0,0.0,0.0,,1.0,87204.0
California,Cities,RanchoCordova,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,67634.0
California,Cities,RanchoPalosVerdes,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,42542.0
Massachusetts,Cities,Randolph,0,0,2,0,0,0.0,0.0,0.0,2.0,0.0,0.0,33583.0
New Jersey,Cities,RandolphTownship,1,0,2,0,0,0.0,0.0,0.0,0.0,2.0,1.0,25969.0
South Dakota,Cities,RapidCity,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,70406.0
New Jersey,Cities,Raritan,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2.0,7352.0
Kentucky,Cities,Ravenna,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,595.0
Missouri,Cities,Raytown,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,29501.0
Massachusetts,Cities,Reading,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,25398.0
Pennsylvania,Cities,Reading,0,0,3,0,0,0.0,0.0,1.0,1.0,1.0,0.0,88107.0
New Jersey,Cities,ReadingtonTownship,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,15910.0
California,Cities,RedBluff,2,0,1,0,0,0.0,0.0,0.0,1.0,0.0,2.0,14170.0
California,Cities,Redding,5,0,1,2,0,0.0,0.0,2.0,2.0,3.0,1.0,91035.0
California,Cities,Redlands,0,2,1,0,0,0.0,0.0,0.0,1.0,0.0,2.0,70282.0
Washington,Cities,Redmond,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,57263.0
California,Cities,RedondoBeach,2,0,1,2,0,0.0,0.0,1.0,2.0,1.0,1.0,67993.0
California,Cities,RedwoodCity,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,79707.0
Nevada,Cities,Reno,2,1,1,0,0,,0.0,,1.0,3.0,,232561.0
Washington,Cities,Renton,10,2,0,1,0,0.0,0.0,2.0,4.0,2.0,5.0,96657.0
Massachusetts,Cities,Revere,0,2,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,53777.0
Ohio,Cities,Reynoldsburg,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,36472.0
Minnesota,NonmetropolitanCounties,Rice,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Ohio,MetropolitanCounties,Richland,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Pennsylvania,Cities,"RichlandTownship,CambriaCounty",1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,12581.0
California,Cities,Richmond,1,0,2,0,0,0.0,0.0,0.0,0.0,2.0,1.0,107341.0
Kentucky,Cities,Richmond,1,1,1,0,0,0.0,0.0,1.0,1.0,0.0,1.0,32333.0
Texas,Cities,Richmond,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,11841.0
Virginia,Cities,Richmond,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,212830.0
Ohio,Cities,Richwood,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,2240.0
California,Cities,Ridgecrest,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,28537.0
Colorado,Cities,Rifle,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,9306.0
Kansas,MetropolitanCounties,RileyCountyPoliceDepartment,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Wisconsin,Cities,RiverFalls,2,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,15227.0
California,Cities,Riverside,11,1,1,2,0,0.0,1.0,7.0,4.0,0.0,5.0,316423.0
California,MetropolitanCounties,Riverside,3,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,
Ohio,Cities,Riverside,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,25115.0
Virginia,Cities,Roanoke,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,97927.0
New Jersey,Cities,RobbinsvilleTownship,2,1,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,14046.0
Tennessee,MetropolitanCounties,Robertson,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Minnesota,Cities,Rochester,2,0,0,2,0,0.0,0.0,0.0,2.0,2.0,0.0,109675.0
New York,Cities,Rochester,3,1,0,0,0,0.0,0.0,0.0,2.0,2.0,0.0,210562.0
Illinois,Cities,Rockford,2,1,1,0,0,0.0,0.0,0.0,2.0,2.0,0.0,150209.0
Virginia,MetropolitanCounties,Rockingham,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
New York,Cities,RockvilleCentreVillage,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,24129.0
North Carolina,Cities,RockyMount,1,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,57021.0
Oklahoma,NonmetropolitanCounties,RogerMills,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Arkansas,Cities,Rogers,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,59787.0
California,Cities,RohnertPark,0,0,0,3,0,0.0,0.0,2.0,0.0,0.0,1.0,41326.0
California,Cities,RollingHillsEstates,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,8229.0
Michigan,Cities,Romeo,2,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,3597.0
Utah,Cities,Roosevelt,1,0,1,1,0,0.0,0.0,0.0,0.0,3.0,0.0,6404.0
Illinois,Cities,Roscoe,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,10700.0
California,Cities,Roseville,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,126236.0
Michigan,Cities,Roseville,5,0,1,0,0,0.0,0.0,1.0,3.0,2.0,0.0,47327.0
Minnesota,Cities,Roseville,2,0,1,0,0,0.0,0.0,0.0,2.0,1.0,0.0,34991.0
Ohio,NonmetropolitanCounties,Ross,2,1,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,
Tennessee,Cities,Rossville,0,0,2,0,0,0.0,0.0,0.0,2.0,0.0,0.0,679.0
North Carolina,Cities,Roxboro,2,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,8310.0
Utah,Cities,Roy,1,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,37810.0
Michigan,Cities,RoyalOak,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,58804.0
New Jersey,Cities,Runnemede,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,8459.0
Kentucky,Cities,Russellville,1,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,6949.0
North Carolina,NonmetropolitanCounties,Rutherford,1,2,1,0,0,0.0,0.0,0.0,2.0,1.0,1.0,
California,Cities,Sacramento,6,2,6,2,0,0.0,0.0,2.0,5.0,6.0,3.0,478182.0
California,MetropolitanCounties,Sacramento,9,1,3,0,0,0.0,0.0,2.0,3.0,3.0,5.0,
Maine,MetropolitanCounties,Sagadahoc,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Michigan,Cities,Saginaw,4,0,2,0,0,0.0,0.0,1.0,1.0,2.0,2.0,50580.0
Michigan,Cities,SaginawTownship,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,40636.0
Michigan,UniversitiesandColleges,SaginawValleyStateUniversity,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,10552.0
New York,Cities,Salamanca,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5691.0
Massachusetts,Cities,Salem,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,42468.0
New Jersey,Cities,Salem,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5175.0
Oregon,Cities,Salem,7,1,4,2,0,0.0,0.0,9.0,3.0,2.0,0.0,158234.0
California,Cities,Salinas,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,2.0,155742.0
Michigan,Cities,Saline,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,9028.0
North Carolina,Cities,Salisbury,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,33626.0
South Carolina,Cities,Salley,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,412.0
Utah,Cities,SaltLakeCity,3,1,1,0,0,0.0,0.0,0.0,3.0,0.0,2.0,190246.0
Utah,MetropolitanCounties,SaltLakeCountyUnifiedPoliceDepartment,0,1,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,
Texas,Cities,SanAngelo,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,96661.0
Texas,Cities,SanAntonio,3,0,7,1,0,0.0,0.0,3.0,3.0,3.0,2.0,1399725.0
California,Cities,SanBernardino,2,0,0,1,0,0.0,0.0,0.0,0.0,2.0,1.0,214322.0
California,MetropolitanCounties,SanBernardino,2,0,1,2,0,0.0,1.0,1.0,0.0,3.0,2.0,
California,Cities,SanDiego,18,12,12,1,0,0.0,0.0,7.0,10.0,17.0,9.0,1349306.0
California,MetropolitanCounties,SanDiego,6,2,3,2,0,0.0,0.0,3.0,2.0,3.0,5.0,
California,Cities,SanDimas,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,33854.0
California,Cities,SanFrancisco,7,3,13,1,0,0.0,0.0,4.0,8.0,8.0,4.0,833863.0
California,OtherAgencies,SanFranciscoBayAreaRapidTransit:AlamedaCounty,4,0,0,0,0,0.0,0.0,0.0,2.0,2.0,0.0,
California,OtherAgencies,SanFranciscoBayAreaRapidTransit:ContraCostaCounty,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
California,OtherAgencies,SanFranciscoBayAreaRapidTransit:SanFranciscoCounty,1,0,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,
California,Cities,SanJose,6,2,6,1,0,0.0,0.0,7.0,1.0,2.0,5.0,992143.0
Washington,NonmetropolitanCounties,SanJuan,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
California,Cities,SanLeandro,3,0,1,1,0,0.0,0.0,2.0,1.0,2.0,0.0,87490.0
California,Cities,SanLuisObispo,1,0,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,46095.0
California,MetropolitanCounties,SanLuisObispo,3,0,1,0,0,0.0,0.0,0.0,0.0,1.0,3.0,
California,Cities,SanMateo,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,100440.0
California,MetropolitanCounties,SanMateo,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Florida,Cities,Sanford,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,54972.0
Illinois,MetropolitanCounties,Sangamon,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,
California,Cities,SantaAna,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,332848.0
California,Cities,SantaBarbara,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,90006.0
California,MetropolitanCounties,SantaBarbara,2,0,2,0,0,0.0,0.0,1.0,2.0,1.0,0.0,
California,Cities,SantaClara,0,0,2,0,0,0.0,0.0,0.0,0.0,2.0,0.0,120150.0
California,MetropolitanCounties,SantaClara,1,0,1,0,0,0.0,0.0,0.0,2.0,0.0,0.0,
California,Cities,SantaClarita,2,0,3,0,0,0.0,0.0,2.0,1.0,1.0,1.0,204951.0
California,Cities,SantaCruz,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,62517.0
California,MetropolitanCounties,SantaCruz,1,0,1,1,0,0.0,0.0,2.0,0.0,1.0,0.0,
California,Cities,SantaMaria,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,102051.0
California,Cities,SantaRosa,0,1,2,0,0,0.0,0.0,2.0,1.0,0.0,0.0,171564.0
Florida,MetropolitanCounties,SantaRosa,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
California,Cities,Santee,1,0,1,1,0,0.0,0.0,2.0,0.0,1.0,0.0,55924.0
Oklahoma,Cities,Sapulpa,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,20857.0
California,Cities,Saratoga,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,30897.0
New York,Cities,SaratogaSprings,1,2,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,27081.0
Massachusetts,Cities,Saugus,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,27628.0
Michigan,Cities,SaultSte.Marie,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,14203.0
Minnesota,Cities,Savage,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,28285.0
Oklahoma,Cities,Sayre,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4556.0
Maine,Cities,Scarborough,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,19252.0
New York,Cities,ScarsdaleVillage,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,17564.0
New York,Cities,SchodackTown,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,11573.0
Iowa,MetropolitanCounties,Scott,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Arizona,Cities,Scottsdale,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,225523.0
Delaware,Cities,Seaford,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,7241.0
Maine,Cities,Searsport,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2618.0
Washington,Cities,Seattle,50,14,14,6,3,2.0,0.0,19.0,23.0,29.0,18.0,642814.0
Arkansas,MetropolitanCounties,Sebastian,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
New Jersey,Cities,Secaucus,0,2,2,0,0,0.0,0.0,0.0,1.0,0.0,3.0,19119.0
Washington,Cities,SedroWoolley,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,10652.0
Minnesota,Cities,Shakopee,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,39214.0
Massachusetts,Cities,Sharon,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,17935.0
California,MetropolitanCounties,Shasta,4,0,2,0,0,0.0,0.0,3.0,1.0,2.0,0.0,
Kansas,MetropolitanCounties,Shawnee,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Kentucky,MetropolitanCounties,Shelby,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Ohio,NonmetropolitanCounties,Shelby,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,
Tennessee,MetropolitanCounties,Shelby,5,1,3,36,1,0.0,0.0,2.0,7.0,20.0,17.0,
Michigan,Cities,ShelbyTownship,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,75347.0
Kentucky,Cities,Shelbyville,4,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0,14743.0
Tennessee,Cities,Shelbyville,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,20669.0
Washington,Cities,Shelton,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,9780.0
Kentucky,Cities,Shepherdsville,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,11534.0
Arkansas,Cities,Sherwood,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,29900.0
Kentucky,Cities,Shively,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,15511.0
Washington,Cities,Shoreline,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,54762.0
Minnesota,Cities,Shoreview,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,,25810.0
Idaho,NonmetropolitanCounties,Shoshone,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Massachusetts,Cities,Shrewsbury,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,36315.0
New Jersey,Cities,Shrewsbury,2,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,3941.0
Nebraska,Cities,Sidney,0,0,1,0,0,0.0,0.0,1.0,0.0,,,6831.0
North Carolina,Cities,SilerCity,2,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,8243.0
Montana,NonmetropolitanCounties,SilverBow,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
California,Cities,SimiValley,1,1,0,1,0,0.0,0.0,1.0,0.0,2.0,0.0,126215.0
South Dakota,Cities,SiouxFalls,3,1,0,0,0,0.0,0.0,1.0,0.0,2.0,1.0,161754.0
Washington,MetropolitanCounties,Skagit,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Washington,MetropolitanCounties,Skamania,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Oklahoma,Cities,Skiatook,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,7751.0
Illinois,Cities,Skokie,2,0,0,1,0,0.0,0.0,0.0,2.0,0.0,1.0,65155.0
Maine,Cities,Skowhegan,1,0,2,0,0,0.0,0.0,1.0,0.0,1.0,1.0,8537.0
New York,Cities,SleepyHollowVillage,0,2,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,9996.0
Delaware,Cities,Smyrna,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,10900.0
Washington,MetropolitanCounties,Snohomish,1,0,1,0,0,0.0,0.0,0.0,2.0,0.0,,
Colorado,Cities,SnowmassVillage,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2851.0
Ohio,Cities,Solon,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,23105.0
Massachusetts,Cities,Somerville,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,2.0,77768.0
New Jersey,Cities,Somerville,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,12174.0
California,MetropolitanCounties,Sonoma,1,0,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,
California,Cities,Sonora,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,4774.0
Indiana,Cities,SouthBend,2,0,1,0,0,0.0,0.0,1.0,,2.0,,100711.0
New Jersey,Cities,SouthBrunswickTownship,0,4,1,0,0,0.0,0.0,0.0,1.0,2.0,2.0,44575.0
Vermont,Cities,SouthBurlington,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,18549.0
Ohio,Cities,SouthEuclid,2,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,21929.0
California,Cities,SouthGate,0,1,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,95591.0
Massachusetts,Cities,SouthHadley,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,17794.0
Utah,Cities,SouthJordan,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,57593.0
California,Cities,SouthLakeTahoe,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,21243.0
New Jersey,Cities,SouthOrange,1,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,16297.0
New Jersey,Cities,SouthPlainfield,1,0,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,23789.0
Maine,Cities,SouthPortland,1,2,2,0,0,0.0,0.0,1.0,2.0,2.0,0.0,25126.0
Utah,Cities,SouthSaltLake,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,24595.0
Connecticut,Cities,SouthWindsor,0,1,0,0,0,0.0,0.0,,1.0,,,25871.0
Connecticut,UniversitiesandColleges,SouthernConnecticutStateUniversity,2,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,11117.0
Texas,UniversitiesandColleges,SouthernMethodistUniversity,2,1,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,10893.0
Michigan,Cities,Southfield,2,1,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,72755.0
Connecticut,Cities,Southington,1,0,0,6,0,0.0,0.0,3.0,2.0,2.0,0.0,43542.0
Tennessee,UniversitiesandColleges,SouthwestTennesseeCommunityCollege,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,12220.0
Oklahoma,UniversitiesandColleges,SouthwesternOklahomaStateUniversity,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5106.0
Michigan,Cities,Sparta,0,2,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,4224.0
Wisconsin,Cities,Sparta,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,9623.0
Massachusetts,Cities,Spencer,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,11801.0
Washington,Cities,Spokane,1,0,1,0,0,0.0,0.0,1.0,,0.0,1.0,209524.0
Washington,MetropolitanCounties,Spokane,1,0,1,3,1,0.0,0.0,0.0,2.0,1.0,3.0,
Washington,Cities,SpokaneValley,1,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,90835.0
New Jersey,Cities,Spotswood,0,2,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,8459.0
Virginia,MetropolitanCounties,Spotsylvania,2,1,1,0,0,0.0,0.0,3.0,0.0,1.0,0.0,
Tennessee,Cities,SpringHill,4,0,0,0,0,0.0,0.0,2.0,2.0,0.0,0.0,31807.0
Minnesota,Cities,SpringLakePark,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,6458.0
New York,Cities,SpringValleyVillage,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,32288.0
Illinois,Cities,Springfield,5,0,0,0,0,0.0,0.0,0.0,2.0,2.0,1.0,117351.0
Massachusetts,Cities,Springfield,1,0,2,1,0,0.0,0.0,3.0,0.0,0.0,1.0,153586.0
Missouri,Cities,Springfield,1,1,1,0,0,0.0,0.0,0.0,3.0,0.0,0.0,163062.0
Ohio,Cities,Springfield,3,0,1,0,0,0.0,0.0,0.0,1.0,3.0,0.0,60012.0
Oregon,Cities,Springfield,2,0,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,60024.0
Vermont,Cities,Springfield,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,9259.0
Ohio,Cities,"SpringfieldTownship,HamiltonCounty",1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,36330.0
Texas,Cities,Springtown,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2698.0
Vermont,Cities,St.Albans,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6888.0
Minnesota,Cities,St.Anthony,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,8445.0
Illinois,Cities,St.Charles,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,33433.0
Missouri,Cities,St.Charles,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,66628.0
Missouri,MetropolitanCounties,St.Charles,2,0,2,0,0,0.0,0.0,0.0,2.0,2.0,0.0,
Minnesota,Cities,St.Cloud,6,0,0,2,0,0.0,0.0,0.0,3.0,3.0,2.0,65977.0
South Carolina,Cities,St.George,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2139.0
Utah,Cities,St.George,2,1,0,0,0,0.0,0.0,2.0,1.0,0.0,0.0,76427.0
Michigan,Cities,St.Joseph,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,8293.0
Missouri,Cities,St.Joseph,2,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,77347.0
New York,NonmetropolitanCounties,St.Lawrence,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Missouri,Cities,St.Louis,4,1,7,0,0,0.0,0.0,3.0,2.0,2.0,5.0,318563.0
Missouri,MetropolitanCounties,St.LouisCountyPoliceDepartment,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Minnesota,Cities,St.LouisPark,3,4,0,0,0,0.0,0.0,1.0,4.0,1.0,1.0,46723.0
Maryland,UniversitiesandColleges,St.Mary'sCollege,1,0,1,0,0,0.0,0.0,0.0,2.0,0.0,0.0,1933.0
Kentucky,Cities,St.Matthews,2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,17768.0
Minnesota,Cities,St.Paul,24,4,2,0,0,0.0,0.0,0.0,18.0,11.0,1.0,294690.0
Florida,Cities,St.Petersburg,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,247084.0
Connecticut,Cities,Stamford,1,2,2,2,1,0.0,0.0,2.0,2.0,1.0,3.0,125876.0
California,Cities,Stanton,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,39128.0
Ohio,MetropolitanCounties,Stark,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,
Pennsylvania,Cities,StateCollege,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,56612.0
Maryland,OtherAgencies,StateFireMarshal,0,2,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,
New York,OtherAgencies,"StatePark,LongIslandRegional",0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,,
Virginia,StatePoliceAgencies,"StatePolice,BuchananCounty",0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Maine,StatePoliceAgencies,"StatePolice,SomersetCounty",1,0,0,0,0,0.0,0.0,0.0,0.0,,1.0,
New York,StatePoliceAgencies,StatePolice:BroomeCounty,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Kentucky,StatePoliceAgencies,StatePolice:Campbellsburg,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Michigan,StatePoliceAgencies,StatePolice:CassCounty,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Pennsylvania,StatePoliceAgencies,StatePolice:ChesterCounty,0,1,0,0,0,0.0,0.0,1.0,,0.0,0.0,
Kentucky,StatePoliceAgencies,StatePolice:DryRidge,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
